name,age,gender,department,degree,cgpa,internships,projects,programming_skills,communication_skills,aptitude_score,technical_score,work_experience,certifications,soft_skills,leadership,hackathons,placed,salary_lpa
Student_0603,20,Female,Civil,MCA,7.98,3,0,73,67,49,79,12,1,34,1,2,1,15.07
Student_0604,23,Female,Information Technology,B.E,9.67,1,0,78,97,33,75,18,0,56,1,2,1,14.09
Student_0605,22,Other,Mechanical,B.E,7.38,1,5,79,36,41,53,11,0,89,0,1,0,0.0
Student_0606,21,Male,Electronics,B.Tech,8.52,1,5,42,63,80,82,0,0,90,1,3,1,13.77
Student_0607,22,Male,Electronics,B.E,6.57,1,0,98,46,70,46,15,2,64,0,2,0,0.0
Student_0608,23,Male,Mechanical,B.Tech,5.73,1,5,99,63,98,82,15,2,52,0,0,1,14.72
Student_0609,23,Male,Civil,M.Tech,7.05,2,1,40,93,92,38,5,3,54,1,2,0,0.0
Student_0610,23,Female,Information Technology,B.Tech,5.8,3,5,45,71,41,78,17,0,94,0,4,1,13.85
Student_0611,21,Other,Electrical,M.Tech,7.41,2,5,47,99,81,37,5,3,33,0,1,0,0.0
Student_0612,23,Other,Information Technology,B.Tech,6.62,0,3,97,65,36,90,16,4,34,1,3,1,15.77
Student_0613,21,Male,Information Technology,M.Tech,5.45,1,1,95,90,36,73,17,0,34,0,2,0,0.0
Student_0614,22,Female,Information Technology,B.E,9.14,2,4,48,41,85,32,3,4,92,0,1,1,13.64
Student_0615,22,Female,Electrical,B.Tech,6.86,2,0,74,52,58,37,7,0,36,1,1,0,0.0
Student_0616,20,Female,Computer Science,B.Tech,5.76,3,2,47,49,99,43,3,2,95,0,4,0,0.0
Student_0617,21,Male,Electronics,BCA,8.3,1,3,32,83,30,97,17,3,42,1,0,1,13.46
Student_0618,20,Male,Electronics,B.E,6.67,1,0,46,65,65,71,5,5,68,1,3,1,12.27
Student_0619,20,Female,Civil,B.Tech,8.49,2,2,35,45,51,49,15,3,97,1,4,1,12.8
Student_0620,21,Male,Electronics,B.Tech,6.67,0,4,89,42,98,49,10,2,38,0,0,1,14.1
Student_0621,21,Male,Electrical,B.Tech,6.86,2,0,84,56,76,31,1,5,49,0,3,0,0.0
Student_0622,20,Other,Civil,B.E,7.74,3,2,42,40,84,44,21,1,80,1,3,1,13.47
Student_0623,21,Other,Civil,B.E,7.99,2,0,69,78,50,89,17,1,87,0,1,1,15.38
Student_0624,22,Female,Civil,B.Tech,8.17,1,3,44,89,92,71,6,2,93,0,0,1,13.15
Student_0625,20,Female,Computer Science,B.E,7.31,3,0,69,97,88,55,21,0,31,0,4,1,16.21
Student_0626,21,Male,Electronics,M.Tech,7.93,2,1,92,46,84,31,17,0,84,0,0,0,0.0
Student_0627,21,Male,Mechanical,BCA,8.15,2,3,91,60,63,54,19,2,52,0,4,1,15.14
Student_0628,22,Male,Information Technology,B.Tech,7.6,3,1,88,65,94,56,4,0,69,0,3,1,14.01
Student_0629,21,Female,Computer Science,B.Tech,7.26,0,1,46,64,76,38,0,3,93,1,4,0,0.0
Student_0630,22,Male,Computer Science,B.Tech,5.95,3,5,43,61,34,72,1,3,93,1,1,0,0.0
Student_0631,21,Female,Civil,B.Tech,8.0,2,4,41,45,91,76,12,2,42,0,0,0,0.0
Student_0632,21,Male,Mechanical,B.Tech,7.44,2,0,38,37,31,99,18,2,62,0,3,1,12.84
Student_0633,21,Female,Information Technology,B.Tech,6.99,0,5,72,58,77,55,21,0,49,0,1,0,0.0
Student_0634,20,Male,Civil,B.Tech,8.68,3,2,76,36,47,49,23,2,73,0,2,1,14.51
Student_0635,22,Male,Civil,M.Tech,5.97,0,0,91,34,92,87,14,0,87,0,2,1,11.24
Student_0636,20,Male,Civil,B.Tech,9.04,3,5,36,66,81,54,15,2,52,1,1,1,12.71
Student_0637,21,Male,Electrical,M.Tech,7.38,3,2,48,90,86,74,6,4,38,0,3,1,11.35
Student_0638,23,Female,Electrical,B.Tech,7.72,1,1,80,67,78,81,0,5,34,0,2,0,0.0
Student_0639,23,Male,Information Technology,B.E,7.0,1,0,77,31,69,91,4,1,33,0,3,1,15.45
Student_0640,22,Male,Civil,B.Tech,5.73,0,5,59,88,90,52,1,1,55,0,3,0,0.0
Student_0641,23,Female,Electronics,BCA,7.26,1,1,40,77,50,73,16,4,97,1,3,0,0.0
Student_0642,23,Female,Electronics,BCA,7.73,0,3,63,51,66,39,12,5,47,1,1,1,13.97
Student_0643,21,Male,Mechanical,B.Tech,8.08,3,1,42,49,50,84,18,1,58,0,3,1,14.48
Student_0644,23,Male,Mechanical,B.E,7.2,2,5,67,92,37,33,3,5,77,0,1,1,12.67
Student_0645,21,Male,Electronics,B.Tech,5.21,0,4,93,63,91,78,21,1,76,1,4,0,0.0
Student_0646,21,Female,Electrical,B.E,5.86,3,3,43,39,64,44,17,3,48,0,4,0,0.0
Student_0647,22,Male,Information Technology,B.Tech,9.45,0,2,38,49,33,62,21,1,38,0,2,0,0.0
Student_0648,23,Male,Computer Science,B.Tech,6.31,2,3,81,48,87,35,15,1,40,0,0,0,0.0
Student_0649,23,Male,Computer Science,B.Tech,8.83,0,2,31,58,95,78,8,5,45,0,4,1,14.7
Student_0650,21,Female,Civil,MCA,6.47,0,5,98,54,76,63,15,2,36,1,2,0,0.0
Student_0651,22,Male,Electronics,B.Tech,7.22,0,4,84,68,52,76,14,0,62,1,4,1,14.82
Student_0652,20,Female,Electronics,B.E,8.03,1,0,58,52,90,54,4,4,75,1,0,0,0.0
Student_0653,23,Male,Mechanical,B.Tech,6.58,2,4,55,74,81,30,2,0,77,1,1,1,11.29
Student_0654,22,Female,Electronics,B.Tech,8.99,3,1,57,64,49,70,15,0,93,1,1,1,13.0
Student_0655,22,Male,Mechanical,B.Tech,7.48,3,1,57,95,53,78,2,5,50,0,4,1,14.43
Student_0656,23,Male,Computer Science,MCA,7.86,2,2,88,87,99,76,2,2,75,1,2,1,17.36
Student_0657,22,Male,Computer Science,BCA,7.13,2,1,85,53,96,48,1,0,91,0,0,0,0.0
Student_0658,20,Female,Electrical,B.Tech,8.06,1,5,44,32,77,80,14,5,31,1,3,1,14.36
Student_0659,21,Female,Electronics,M.Tech,8.98,1,5,42,70,32,67,22,1,84,1,0,1,12.3
Student_0660,20,Male,Information Technology,B.Tech,7.27,3,0,67,53,46,44,11,3,36,1,2,0,0.0
Student_0661,22,Male,Electronics,B.Tech,9.13,2,1,75,93,54,37,3,1,68,1,4,1,14.89
Student_0662,20,Female,Electronics,B.E,6.79,2,2,80,58,67,52,12,3,88,1,2,1,12.8
Student_0663,20,Male,Information Technology,B.Tech,8.16,0,4,51,50,90,31,11,4,62,0,2,1,12.79
Student_0664,22,Male,Information Technology,B.Tech,7.89,1,3,63,53,89,80,14,4,69,1,0,1,14.92
Student_0665,22,Male,Civil,M.Tech,6.33,2,4,37,90,49,31,10,2,73,0,2,0,0.0
Student_0666,22,Female,Computer Science,B.Tech,7.61,1,0,61,37,37,33,12,3,70,1,4,1,13.53
Student_0667,23,Female,Information Technology,MCA,7.41,2,3,78,97,49,41,7,5,81,0,4,1,13.39
Student_0668,23,Female,Electronics,M.Tech,6.55,3,1,51,46,46,52,21,5,90,0,4,1,14.24
Student_0669,20,Female,Mechanical,BCA,7.76,0,1,52,89,92,31,12,4,39,1,1,0,0.0
Student_0670,23,Male,Electrical,B.E,7.55,3,4,62,68,30,74,7,2,59,0,0,0,0.0
Student_0671,22,Male,Electrical,MCA,7.33,3,0,90,69,88,39,0,3,89,1,1,1,14.74
Student_0672,22,Male,Information Technology,B.Tech,7.33,1,0,72,44,75,86,16,5,56,0,1,1,15.54
Student_0673,20,Male,Mechanical,B.E,7.31,3,2,94,80,37,69,9,1,64,0,0,1,15.74
Student_0674,22,Male,Computer Science,B.E,7.03,0,4,34,75,77,35,5,4,81,0,3,0,0.0
Student_0675,22,Male,Mechanical,MCA,7.54,1,3,89,63,70,58,11,4,95,0,2,1,14.82
Student_0676,22,Male,Computer Science,B.Tech,6.76,0,0,33,62,30,39,11,2,47,0,3,0,0.0
Student_0677,20,Female,Computer Science,B.E,10.0,2,4,52,71,45,98,19,5,96,0,0,1,16.89
Student_0678,22,Male,Civil,BCA,5.99,3,2,59,63,54,71,13,2,79,1,3,0,0.0
Student_0679,23,Male,Information Technology,B.Tech,6.82,2,4,46,98,45,86,16,5,32,1,0,1,11.54
Student_0680,22,Female,Electronics,MCA,6.89,2,1,99,32,70,56,15,3,90,0,3,0,0.0
Student_0681,20,Female,Computer Science,B.Tech,9.44,0,5,92,47,73,40,20,0,56,1,4,1,15.88
Student_0682,23,Female,Civil,B.Tech,6.08,3,1,69,89,41,46,0,4,49,0,1,1,11.96
Student_0683,23,Female,Civil,B.E,7.83,0,5,61,85,38,59,9,4,66,1,1,1,13.2
Student_0684,20,Female,Mechanical,B.Tech,7.65,2,2,83,54,75,83,17,1,70,1,2,1,15.0
Student_0685,23,Male,Electrical,B.Tech,7.73,2,4,79,65,62,60,3,4,67,1,2,1,14.52
Student_0686,21,Male,Electronics,B.Tech,8.64,3,3,63,31,48,95,10,3,33,0,2,1,13.94
Student_0687,22,Female,Information Technology,B.Tech,8.62,3,0,87,42,47,55,9,5,87,0,0,1,15.55
Student_0688,21,Male,Computer Science,BCA,6.95,2,0,43,96,32,46,19,1,53,0,1,0,0.0
Student_0689,23,Male,Information Technology,MCA,7.59,2,2,49,75,89,64,23,1,39,1,2,1,15.02
Student_0690,23,Male,Information Technology,B.E,5.54,1,1,31,32,88,37,2,0,69,1,3,0,0.0
Student_0691,23,Male,Information Technology,B.Tech,7.5,2,3,38,85,68,76,5,4,73,0,3,0,0.0
Student_0692,23,Male,Information Technology,B.E,6.61,2,0,43,58,54,37,18,5,37,0,3,0,0.0
Student_0693,23,Male,Mechanical,MCA,7.21,2,3,73,69,45,74,4,4,95,0,2,1,14.43
Student_0694,20,Female,Computer Science,M.Tech,5.71,2,1,89,89,51,56,11,2,72,1,2,1,11.5
Student_0695,21,Female,Mechanical,B.Tech,7.8,1,1,71,88,94,54,22,5,99,0,1,1,13.33
Student_0696,22,Male,Electronics,B.Tech,5.7,0,2,61,39,36,72,23,1,76,1,1,0,0.0
Student_0697,22,Female,Civil,MCA,7.55,0,3,48,55,87,79,22,4,30,1,1,0,0.0
Student_0698,20,Male,Mechanical,MCA,6.17,1,2,37,49,51,95,3,3,44,1,2,0,0.0
Student_0699,20,Female,Electrical,B.Tech,6.55,1,2,70,93,48,50,3,5,98,0,0,0,0.0
Student_0700,22,Female,Electronics,BCA,8.55,2,2,39,84,86,86,4,5,69,1,1,1,12.78
Student_0701,22,Male,Information Technology,B.Tech,7.99,3,2,85,75,97,88,18,2,38,0,0,1,14.23
Student_0702,20,Female,Mechanical,B.Tech,8.55,2,2,58,34,99,99,4,0,35,0,2,1,13.02
Student_0703,20,Other,Mechanical,BCA,8.96,3,5,54,86,48,97,10,0,67,1,2,1,14.09
Student_0704,20,Female,Electronics,B.E,6.63,2,3,31,69,71,85,19,4,71,1,0,1,14.34
Student_0705,22,Other,Mechanical,B.Tech,8.9,3,2,46,49,50,50,11,2,47,1,0,0,0.0
Student_0706,20,Female,Electronics,MCA,5.93,3,4,30,60,43,78,22,0,43,1,2,0,0.0
Student_0707,22,Male,Information Technology,BCA,8.15,0,3,80,61,57,84,11,4,72,0,1,1,15.63
Student_0708,21,Female,Information Technology,B.Tech,6.91,2,5,64,50,34,50,9,3,60,1,4,1,12.35
Student_0709,21,Female,Electrical,B.E,6.47,2,3,85,93,41,86,23,0,32,0,0,0,0.0
Student_0710,22,Female,Civil,BCA,8.01,3,1,69,94,71,79,13,4,34,1,2,1,15.62
Student_0711,22,Male,Computer Science,B.E,8.34,2,3,96,33,78,64,4,3,46,1,4,1,15.04
Student_0712,22,Female,Electrical,MCA,8.32,0,4,84,95,48,90,15,5,69,0,0,1,15.29
Student_0713,23,Male,Civil,M.Tech,7.61,0,1,40,58,69,36,18,5,51,0,2,1,13.56
Student_0714,23,Female,Computer Science,B.Tech,7.53,0,1,38,85,83,77,20,5,31,0,2,0,0.0
Student_0715,23,Male,Civil,B.Tech,7.93,0,3,92,84,92,85,0,5,94,0,2,1,14.28
Student_0716,22,Female,Mechanical,BCA,7.7,0,5,48,71,69,32,2,4,78,1,4,1,12.01
Student_0717,21,Female,Electrical,MCA,7.94,3,2,83,82,46,58,15,4,70,0,2,1,14.2
Student_0718,20,Male,Electronics,B.Tech,7.6,1,3,74,77,79,66,17,3,47,0,1,1,12.81
Student_0719,22,Male,Mechanical,B.Tech,8.24,2,3,79,89,41,44,15,4,79,0,1,1,13.31
Student_0720,20,Male,Information Technology,BCA,5.77,3,3,48,59,39,91,9,5,96,0,3,1,13.92
Student_0721,23,Female,Information Technology,B.Tech,7.27,2,0,51,81,55,73,18,0,77,1,1,0,0.0
Student_0722,23,Female,Mechanical,B.Tech,6.02,1,2,68,98,53,49,13,0,50,1,3,0,0.0
Student_0723,20,Male,Civil,MCA,7.68,1,5,31,96,40,60,22,2,57,1,1,1,11.75
Student_0724,23,Male,Electrical,BCA,9.04,3,5,51,40,33,37,8,1,95,0,0,1,14.28
Student_0725,20,Male,Civil,MCA,6.93,2,4,65,64,96,36,18,3,30,0,2,1,11.84
Student_0726,22,Male,Mechanical,M.Tech,7.53,3,0,44,65,77,82,3,1,45,0,1,0,0.0
Student_0727,20,Female,Mechanical,B.Tech,8.16,0,2,50,73,80,98,17,4,37,1,1,1,13.25
Student_0728,21,Female,Electronics,MCA,5.33,0,0,98,75,34,49,17,5,74,0,1,0,0.0
Student_0729,22,Male,Civil,B.Tech,6.88,0,1,50,89,85,47,6,1,62,1,0,0,0.0
Student_0730,22,Female,Information Technology,B.Tech,7.76,2,5,93,67,55,77,1,4,39,1,1,1,16.74
Student_0731,21,Male,Information Technology,MCA,5.0,2,2,94,79,82,65,23,0,95,1,4,1,13.66
Student_0732,23,Female,Electrical,M.Tech,6.42,1,1,77,92,64,39,1,4,68,1,1,0,0.0
Student_0733,23,Male,Mechanical,MCA,8.5,1,4,40,37,46,76,11,4,47,0,3,1,15.18
Student_0734,20,Female,Electronics,B.Tech,8.4,2,4,44,74,48,44,0,4,96,1,2,1,12.31
Student_0735,22,Female,Electrical,MCA,7.77,3,3,95,55,39,38,10,2,78,0,0,0,0.0
Student_0736,22,Male,Electrical,B.E,8.28,3,4,30,93,88,62,19,0,39,1,4,1,16.33
Student_0737,21,Female,Information Technology,M.Tech,7.62,1,4,65,68,60,81,12,5,87,1,4,1,15.66
Student_0738,22,Other,Mechanical,MCA,7.96,2,3,71,72,84,66,5,0,34,0,1,1,13.97
Student_0739,23,Male,Electronics,B.Tech,7.08,0,5,88,82,88,75,9,2,93,1,0,1,14.12
Student_0740,23,Male,Civil,M.Tech,7.52,3,1,92,46,41,46,2,1,57,1,4,1,12.85
Student_0741,23,Female,Electrical,B.E,6.77,0,2,49,68,53,64,14,5,50,0,0,0,0.0
Student_0742,22,Male,Mechanical,BCA,8.66,1,3,65,84,38,79,0,3,33,0,4,1,13.52
Student_0743,21,Male,Civil,MCA,8.92,2,4,74,84,30,66,8,3,95,0,0,1,14.66
Student_0744,23,Male,Mechanical,M.Tech,8.78,3,2,97,45,99,46,1,1,69,0,4,1,14.83
Student_0745,21,Female,Electrical,B.Tech,6.99,0,2,68,88,76,96,5,4,72,0,4,1,14.21
Student_0746,22,Male,Electronics,B.Tech,6.45,2,0,38,41,61,34,1,1,89,0,1,0,0.0
Student_0747,21,Male,Electronics,MCA,8.68,0,3,94,48,44,93,22,4,65,0,1,1,13.35
Student_0748,21,Female,Electronics,MCA,7.94,0,0,65,89,71,80,18,5,50,0,0,0,0.0
Student_0749,20,Male,Electrical,MCA,7.73,1,2,42,73,67,37,22,1,84,0,3,0,0.0
Student_0750,23,Female,Mechanical,B.Tech,6.77,2,2,43,67,45,47,16,4,67,1,1,0,0.0
Student_0751,20,Male,Computer Science,B.Tech,7.83,1,4,44,68,31,55,11,1,46,0,3,0,0.0
Student_0752,20,Female,Computer Science,BCA,6.31,3,2,80,97,62,97,4,5,89,0,3,1,14.45
Student_0753,23,Female,Mechanical,BCA,8.03,2,0,96,45,65,66,23,5,86,0,2,1,15.37
Student_0754,22,Male,Civil,B.Tech,8.78,1,3,60,50,85,48,22,1,47,0,1,0,0.0
Student_0755,21,Female,Electronics,B.E,9.03,1,1,36,64,57,94,9,1,75,1,1,0,0.0
Student_0756,22,Male,Mechanical,B.Tech,8.11,1,2,92,89,36,38,5,0,94,1,2,0,0.0
Student_0757,21,Male,Civil,B.E,6.02,0,1,74,68,91,87,9,4,85,1,0,0,0.0
Student_0758,20,Male,Mechanical,B.Tech,7.6,2,0,69,80,58,88,9,5,43,1,2,1,13.98
Student_0759,22,Female,Electrical,B.Tech,9.54,3,5,34,87,80,57,22,0,89,0,3,1,13.85
Student_0760,20,Male,Mechanical,B.Tech,6.53,1,1,97,92,33,33,1,4,33,1,2,1,13.87
Student_0761,22,Male,Civil,MCA,7.34,1,3,35,62,32,92,15,4,73,0,1,0,0.0
Student_0762,23,Male,Civil,M.Tech,8.81,3,4,72,62,31,97,18,2,65,0,4,1,16.46
Student_0763,23,Male,Mechanical,MCA,8.02,2,2,71,35,85,56,18,1,32,0,2,1,12.47
Student_0764,21,Male,Computer Science,B.E,9.88,1,5,65,35,46,43,4,3,80,1,3,1,13.25
Student_0765,23,Male,Electronics,B.Tech,6.67,0,2,68,64,85,48,9,3,50,0,0,0,0.0
Student_0766,22,Male,Computer Science,B.Tech,6.41,3,5,57,82,96,39,8,4,89,0,4,1,14.08
Student_0767,21,Male,Mechanical,B.E,8.62,2,2,70,88,76,72,9,3,91,1,3,1,14.63
Student_0768,20,Female,Computer Science,B.Tech,6.2,2,0,55,58,99,66,2,0,71,0,4,0,0.0
Student_0769,21,Male,Mechanical,M.Tech,7.2,1,5,63,69,95,54,1,1,73,0,3,1,12.54
Student_0770,22,Female,Electronics,BCA,7.33,0,5,77,86,80,75,0,2,33,0,2,1,12.54
Student_0771,23,Male,Computer Science,MCA,8.44,1,5,81,52,86,73,23,2,92,1,2,1,15.34
Student_0772,20,Male,Computer Science,B.Tech,8.01,3,0,40,41,72,30,10,2,77,1,3,0,0.0
Student_0773,22,Male,Mechanical,B.E,7.86,1,5,99,94,45,58,5,5,56,0,2,1,15.71
Student_0774,23,Male,Computer Science,B.Tech,7.0,2,2,36,68,37,90,19,1,36,0,3,0,0.0
Student_0775,23,Male,Electrical,B.Tech,8.62,3,5,49,40,56,85,11,4,65,1,1,1,15.85
Student_0776,21,Female,Civil,M.Tech,10.0,0,5,54,47,63,89,8,2,93,1,3,1,13.4
Student_0777,20,Male,Civil,B.E,8.09,0,1,52,52,54,96,2,5,90,1,1,0,0.0
Student_0778,21,Male,Information Technology,M.Tech,7.5,0,2,54,44,37,34,9,5,36,0,2,0,0.0
Student_0779,23,Female,Civil,B.Tech,6.1,3,1,52,60,65,48,15,4,83,1,0,0,0.0
Student_0780,23,Male,Mechanical,MCA,6.76,2,1,60,86,64,62,14,4,35,1,4,1,15.02
Student_0781,22,Male,Electronics,MCA,7.19,3,3,83,81,96,65,9,3,56,1,3,1,13.81
Student_0782,20,Male,Computer Science,B.E,6.87,3,2,87,94,96,85,14,3,61,0,1,1,15.07
Student_0783,20,Male,Mechanical,MCA,7.38,1,3,54,88,73,80,18,3,31,0,0,1,11.7
Student_0784,21,Male,Civil,B.Tech,9.18,0,4,48,51,89,79,22,0,39,1,4,1,16.14
Student_0785,22,Female,Computer Science,M.Tech,8.65,1,1,77,34,51,41,12,5,91,0,0,0,0.0
Student_0786,20,Female,Computer Science,MCA,7.24,2,0,34,40,97,77,5,5,74,1,2,0,0.0
Student_0787,22,Male,Electronics,BCA,6.19,1,4,61,85,95,85,3,3,85,0,0,0,0.0
Student_0788,22,Female,Mechanical,BCA,8.74,0,1,45,53,38,82,3,5,69,0,3,1,14.99
Student_0789,20,Female,Electronics,B.E,7.35,3,1,72,80,79,70,0,2,61,1,1,0,0.0
Student_0790,20,Male,Electronics,BCA,5.67,1,3,35,62,62,36,13,0,31,0,2,0,0.0
Student_0791,21,Female,Information Technology,M.Tech,8.11,2,1,88,92,48,40,5,5,68,1,2,1,14.15
Student_0792,22,Female,Computer Science,B.Tech,8.43,3,1,48,65,58,82,5,3,83,0,1,1,16.29
Student_0793,23,Female,Computer Science,B.Tech,5.0,2,1,65,93,93,90,17,5,44,0,3,0,0.0
Student_0794,21,Other,Computer Science,BCA,6.58,2,3,70,47,94,87,7,1,64,0,2,0,0.0
Student_0795,21,Male,Civil,B.E,7.29,0,5,63,84,54,59,19,2,58,1,2,0,0.0
Student_0796,23,Male,Civil,B.E,8.13,2,5,61,66,62,71,3,4,90,0,1,1,14.06
Student_0797,21,Male,Electronics,MCA,6.88,3,4,48,43,66,42,8,0,41,0,2,0,0.0
Student_0798,21,Male,Computer Science,M.Tech,6.57,3,5,84,46,81,71,1,5,37,0,1,1,15.17
Student_0799,21,Male,Electronics,B.Tech,8.13,0,3,66,51,63,43,12,3,44,0,2,0,0.0
Student_0800,20,Other,Electrical,B.Tech,6.93,0,2,45,40,57,85,2,1,40,0,3,0,0.0
Student_0801,21,Male,Information Technology,B.E,7.94,0,4,48,95,94,84,5,4,89,1,2,1,15.23
Student_0802,22,Male,Electronics,BCA,6.29,3,1,60,44,56,33,17,5,48,1,0,0,0.0
Student_0803,23,Female,Mechanical,B.E,6.05,1,4,89,71,48,95,21,2,55,0,4,1,16.61
Student_0804,22,Male,Information Technology,B.E,8.16,2,5,97,69,52,85,13,3,48,0,3,1,17.16
Student_0805,23,Male,Electronics,M.Tech,7.65,1,2,57,67,53,56,23,4,87,0,4,1,15.84
Student_0806,22,Other,Electronics,M.Tech,8.32,2,3,57,73,68,61,18,0,76,0,0,1,12.87
Student_0807,20,Male,Electronics,BCA,6.87,3,4,39,94,76,35,18,3,63,1,4,1,10.72
Student_0808,21,Male,Civil,B.Tech,6.6,1,4,68,97,39,95,23,3,85,1,2,0,0.0
Student_0809,23,Male,Mechanical,BCA,8.76,3,1,46,91,92,37,2,1,34,1,4,1,12.81
Student_0810,20,Female,Computer Science,B.E,5.88,1,5,87,62,47,94,5,1,77,0,3,1,12.97
Student_0811,23,Male,Computer Science,B.Tech,8.65,0,3,67,80,38,75,10,3,55,1,4,1,12.2
Student_0812,22,Male,Electronics,M.Tech,8.72,0,0,45,43,76,94,14,4,56,1,0,0,0.0
Student_0813,21,Male,Electrical,M.Tech,8.26,1,0,94,91,44,55,23,2,41,0,2,1,12.17
Student_0814,23,Male,Computer Science,B.E,6.71,2,4,87,43,82,92,2,0,36,0,3,0,0.0
Student_0815,23,Female,Computer Science,BCA,6.58,3,2,51,37,96,59,5,4,78,0,2,0,0.0
Student_0816,20,Male,Civil,B.Tech,7.19,3,0,38,88,78,54,7,1,89,0,4,1,11.86
Student_0817,20,Other,Electronics,B.Tech,6.1,2,3,48,83,84,53,16,0,93,1,3,0,0.0
Student_0818,22,Male,Information Technology,B.Tech,6.44,1,3,56,39,64,96,22,1,47,1,0,0,0.0
Student_0819,23,Male,Information Technology,B.Tech,8.04,0,0,58,97,54,62,22,4,83,1,0,1,13.87
Student_0820,20,Female,Mechanical,M.Tech,8.05,3,2,87,37,72,63,17,4,37,0,3,1,13.9
Student_0821,22,Male,Mechanical,BCA,6.35,1,2,97,33,55,75,18,1,84,0,1,0,0.0
Student_0822,20,Male,Mechanical,M.Tech,8.08,3,4,82,96,91,68,9,3,69,1,1,1,15.89
Student_0823,22,Female,Information Technology,B.Tech,7.85,2,3,89,45,62,67,14,5,90,1,4,1,15.51
Student_0824,22,Male,Mechanical,B.Tech,8.91,3,0,38,46,64,56,4,4,34,1,0,0,0.0
Student_0825,20,Male,Electrical,B.Tech,7.97,3,3,40,85,77,41,12,4,84,1,2,1,14.45
Student_0826,22,Other,Information Technology,M.Tech,8.46,2,5,93,72,43,99,7,0,62,1,1,1,14.04
Student_0827,23,Male,Electronics,B.Tech,7.88,2,0,72,66,69,64,22,1,69,1,0,1,13.46
Student_0828,23,Male,Computer Science,B.E,8.38,0,5,46,99,82,98,8,0,67,0,1,1,14.0
Student_0829,20,Male,Mechanical,BCA,6.11,0,0,85,36,84,62,9,5,79,1,2,1,13.09
Student_0830,20,Male,Computer Science,M.Tech,7.28,2,3,42,94,45,71,9,2,71,1,2,0,0.0
Student_0831,20,Male,Information Technology,B.Tech,7.36,2,2,83,48,33,68,21,2,59,0,0,0,0.0
Student_0832,21,Female,Civil,B.Tech,7.16,2,4,91,73,43,97,22,3,60,1,3,1,14.9
Student_0833,20,Male,Computer Science,M.Tech,7.84,1,5,64,52,87,37,10,3,34,1,1,1,13.54
Student_0834,23,Female,Electrical,B.E,8.03,2,5,75,50,48,66,23,0,80,1,2,1,14.07
Student_0835,23,Male,Electronics,B.Tech,7.79,3,5,81,52,34,40,18,5,79,0,2,1,14.39
Student_0836,23,Male,Electronics,MCA,7.22,0,4,91,69,71,90,20,2,69,1,2,1,14.34
Student_0837,20,Male,Mechanical,B.E,6.66,1,1,70,91,91,67,21,5,80,0,2,1,12.81
Student_0838,20,Female,Mechanical,B.E,8.5,3,2,50,37,45,94,7,4,48,0,1,1,14.96
Student_0839,23,Male,Electronics,B.Tech,7.75,0,4,44,76,33,49,13,4,45,0,2,0,0.0
Student_0840,21,Male,Electrical,B.Tech,6.38,1,1,54,90,39,41,6,4,94,0,2,0,0.0
Student_0841,22,Female,Electrical,B.Tech,7.21,1,3,33,81,38,74,7,5,96,0,0,0,0.0
Student_0842,23,Female,Information Technology,B.Tech,5.66,2,3,78,98,44,40,11,1,89,0,3,1,11.93
Student_0843,20,Male,Civil,B.E,7.44,1,5,55,30,42,56,1,1,33,1,2,0,0.0
Student_0844,20,Female,Information Technology,B.E,7.2,3,0,79,55,74,51,5,4,68,0,1,0,0.0
Student_0845,20,Male,Electrical,MCA,6.83,0,0,34,59,45,45,19,1,81,1,0,0,0.0
Student_0846,20,Male,Information Technology,MCA,8.98,1,0,52,67,68,39,3,4,32,0,1,0,0.0
Student_0847,20,Male,Information Technology,B.Tech,6.24,2,3,57,52,58,75,14,0,97,0,2,0,0.0
Student_0848,23,Male,Civil,B.Tech,8.11,0,3,36,47,75,83,18,5,85,1,4,1,14.75
Student_0849,22,Male,Civil,BCA,9.59,3,3,88,89,75,57,6,2,51,0,3,1,15.59
Student_0850,23,Female,Computer Science,MCA,8.48,2,1,71,46,71,49,10,0,65,1,2,1,13.25
Student_0851,23,Male,Mechanical,MCA,7.37,3,1,89,96,92,41,21,3,93,1,0,1,11.74
Student_0852,23,Female,Electronics,B.Tech,6.27,1,2,86,32,43,77,20,1,89,0,1,0,0.0
Student_0853,20,Female,Mechanical,B.Tech,6.04,1,0,32,59,66,86,22,1,87,0,4,0,0.0
Student_0854,21,Female,Mechanical,B.Tech,6.99,3,4,90,72,57,68,15,2,98,0,0,1,12.72
Student_0855,23,Female,Electrical,BCA,6.71,0,0,34,98,67,60,21,3,82,0,3,0,0.0
Student_0856,20,Female,Electrical,B.E,6.68,1,4,90,83,39,75,9,0,95,0,2,0,0.0
Student_0857,20,Other,Mechanical,B.E,7.07,1,2,76,31,52,94,14,0,96,1,1,1,11.75
Student_0858,22,Male,Civil,B.E,7.3,1,5,87,82,95,99,16,2,31,0,4,1,13.31
Student_0859,23,Male,Electrical,B.Tech,7.89,1,4,64,52,86,43,23,2,75,1,1,1,12.98
Student_0860,23,Male,Information Technology,B.E,6.16,2,2,41,90,59,63,8,3,53,1,3,0,0.0
Student_0861,23,Male,Civil,B.Tech,6.72,0,4,40,84,37,91,20,4,64,1,0,0,0.0
Student_0862,20,Male,Civil,B.E,7.24,3,0,38,43,75,74,12,3,41,1,4,1,13.71
